US,US,USA,BRK-B,BRK-B,5
US,US,USA,ABG,ABG,5
TO,TO,CAN,ATD,ATD,5
US,US,USA,BUR,BUR,5
US,US,USA,STLA,STLA,5
US,US,USA,NVR,NVR,5
TO,TO,CAN,CVE,CVE,5
US,US,USA,KLAC,KLAC,5
US,US,USA,AMAT,AMAT,5
US,US,USA,LRCX,LRCX,5
US,US,USA,JPM,JPM,5
LSE,LSE,GBX,OSB,OSB,5
